food_id,name,fnri_related_ids,existing_related_food_ids,decision,nutrition_status,identity_source_url
FC002750,Gerry's Grill Philippines Calamares (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002751,Gerry's Grill Philippines Crispy Kangkong (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002752,Gerry's Grill Philippines Lumpiang Shanghai (estimate),R103,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002753,Gerry's Grill Philippines Tokwat Lechon Kawali (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002754,Gerry's Grill Philippines Chili Cheese Sticks (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002755,Gerry's Grill Philippines Garlic Adobo Shreds (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002756,Gerry's Grill Philippines Sinigang na Baboy (estimate),,FC001269;FC001270,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002757,Gerry's Grill Philippines Sinigang na Boneless Bangus (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002758,Gerry's Grill Philippines Sinigang na Hipon (estimate),,FC001271,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002759,Gerry's Grill Philippines Nilagang Bulalo (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002760,Gerry's Grill Philippines Ampalaya Guisado (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002761,Gerry's Grill Philippines Chopsuey (estimate),R099,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002762,Gerry's Grill Philippines Ginataang Gulay (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002763,Gerry's Grill Philippines Pinakbet (estimate),,FC001278;FC001279,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002764,Gerry's Grill Philippines Tortang Talong (estimate),,FC001289;FC001290,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002765,Gerry's Grill Philippines Inihaw na Pusit (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002766,Gerry's Grill Philippines Sizzling Bangus Sisig (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002767,Gerry's Grill Philippines Sizzling Gambas (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002768,Gerry's Grill Philippines Chicken Kebab (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002769,Gerry's Grill Philippines Garlic Mushroom Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002770,Gerry's Grill Philippines Classic Fried Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002771,Gerry's Grill Philippines Pancit Bihon (estimate),,FC000014;FC001300;FC001301,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002772,Gerry's Grill Philippines Pancit Canton (estimate),,FC000015;FC002296,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002773,Gerry's Grill Philippines Pancit Palabok (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002774,Gerry's Grill Philippines Banana con Leche (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://gerrysgrill.com/PH
FC002775,Max's Restaurant Philippines Fried Chicken (estimate),F112,FC001796;FC001797;FC002291,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002776,Max's Restaurant Philippines Crispy Pata (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002777,Max's Restaurant Philippines All Beef Kare-Kare (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002778,Max's Restaurant Philippines Sizzling Tofu (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002779,Max's Restaurant Philippines Lumpiang Shanghai (estimate),R103,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002780,Max's Restaurant Philippines Chicken Sisig (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002781,Max's Restaurant Philippines Sizzling Crispy Pork Sisig (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002782,Max's Restaurant Philippines Sinigang na Tiyan ng Bangus (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002783,Max's Restaurant Philippines Sinigang na Tiyan ng Bangus sa Miso (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002784,Max's Restaurant Philippines Sinigang na Baboy (estimate),,FC001269;FC001270,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002785,Max's Restaurant Philippines Sinigang na Hipon (estimate),,FC001271,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002786,Max's Restaurant Philippines Lechon Kawali Kare-kare (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002787,Max's Restaurant Philippines Vegetable Kare-Kare (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002788,Max's Restaurant Philippines Seafood Kare-Kare (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002789,Max's Restaurant Philippines Chopsuey (estimate),R099,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002790,Max's Restaurant Philippines Lechon Kawali (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002791,Max's Restaurant Philippines Pocherong Baka (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002792,Max's Restaurant Philippines Bulalo (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002793,Max's Restaurant Philippines Beef Caldereta (estimate),R027,FC000631;FC001297,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002794,Max's Restaurant Philippines Sweet and Sour Fish Fillet (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002795,Max's Restaurant Philippines Boneless Bangus (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002796,Max's Restaurant Philippines Pinakbet (estimate),,FC001278;FC001279,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002797,Max's Restaurant Philippines Pancit Canton (estimate),,FC000015;FC002296,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002798,Max's Restaurant Philippines Pancit Bam-I (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002799,Max's Restaurant Philippines Arroz Caldo (estimate),R011,FC000624;FC001304,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.maxschicken.com/
FC002800,Giligan's Philippines Kare-kare Gulay (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002801,Giligan's Philippines Fried Chicken (estimate),F112,FC001796;FC001797;FC002291,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002802,Giligan's Philippines Bangus Salpicao (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002803,Giligan's Philippines Beef Caldereta (estimate),R027,FC000631;FC001297,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002804,Giligan's Philippines Bihon Guisado (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002805,Giligan's Philippines Binagoongang Kangkong (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002806,Giligan's Philippines Binagoongang Lechon Kawali (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002807,Giligan's Philippines Binagoongang Talong (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002808,Giligan's Philippines Boneless Cajun Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002809,Giligan's Philippines Boneless Chicken BBQ (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002810,Giligan's Philippines Boneless Chicken Inasal (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002811,Giligan's Philippines Boneless Chicken Teriyaki (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002812,Giligan's Philippines Boneless Garlic Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002813,Giligan's Philippines Boneless Soy Honey Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002814,Giligan's Philippines Boneless Sweet and Spicy Chicken (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002815,Giligan's Philippines Bulalo Soup (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002816,Giligan's Philippines Cajun Shrimp (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002817,Giligan's Philippines Calamares Fritos (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002818,Giligan's Philippines Canton Guisado (estimate),,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
FC002819,Giligan's Philippines Chopsuey (estimate),R099,,Distinct brand or specified regional recipe model; existing source-qualified foods remain unchanged.,NOT_VERIFIED_EXPLICIT_ESTIMATE,https://delivery.giligansrestaurant.com/collections/all
